date,symbol,action,shares,price,value,fee,reason
2015-10-12,EFID,BUY,2276.0,16.88844,38438.089439999996,81.87617888,rebound_entry
2015-10-18,RAYA,BUY,222045.0,0.110055,24437.162475,53.87432495,rebound_entry
2015-10-19,EFID,SELL,2276.0,16.05197,36534.28372,78.06856744,stop
2015-10-19,RAYA,SELL,222045.0,0.109945,24412.737525,53.82547505,stop
2015-10-19,RAYA,BUY,206776.0,0.110055,22756.73268,50.513465360000005,rebound_entry
2015-10-20,EFID,BUY,2382.0,16.50825,39322.6515,83.645303,rebound_entry
2015-11-01,ORWE,BUY,4994.0,7.32366,36574.35804,78.14871608,rebound_entry
2015-11-09,CCAP,BUY,14962.0,1.870935,27992.92947,60.98585894,rebound_entry
2015-11-10,RAYA,SELL,206776.0,0.09995000000000001,20667.2612,46.334522400000004,stop
2015-11-10,ORWE,SELL,4994.0,6.946525,34690.945850000004,74.38189170000001,stop
2015-11-10,CCAP,SELL,14962.0,1.8090950000000001,27067.67939,59.135358780000004,signal_fail
2015-12-02,BFTH,BUY,26983.0,1.12056,30236.07048,65.47214095999999,rebound_entry
2015-12-10,BFTH,SELL,26983.0,1.129435,30475.544605,65.95108920999999,stop
2015-12-21,BFTH,BUY,23447.0,1.230615,28854.229905,62.70845981,rebound_entry
2015-12-30,EFID,SELL,2382.0,16.251870000000004,38711.95434000001,82.42390868000003,max_hold
2015-12-30,EFID,BUY,2360.0,16.26813,38392.7868,81.7855736,rebound_entry
2015-12-31,EFID,SELL,2360.0,16.081955,37953.4138,80.9068276,signal_fail
2016-01-17,BFTH,SELL,23447.0,1.029485,24138.334795,53.27666959,stop
2016-01-28,BFTH,BUY,16511.0,1.16058,19162.33638,43.32467276,rebound_entry
2016-02-09,PHDC,BUY,10144.0,2.1710849999999997,22023.48624,49.04697248,rebound_entry
2016-02-15,BFTH,SELL,8255.5,1.53923,12707.113265,30.41422653,partial_target
2016-02-15,PHDC,SELL,10144.0,2.008995,20379.24528,45.75849056,stop
2016-02-16,BFTH,SELL,8255.5,1.689155,13944.8191025,32.889638205,target
2016-03-13,PHDC,BUY,15831.0,2.211105,35004.003254999996,75.00800650999999,rebound_entry
2016-03-13,HELI,BUY,9976.0,3.68184,36730.03584,78.46007168,rebound_entry
2016-03-20,PHDC,SELL,15831.0,2.4987500000000002,39557.71125000001,84.11542250000002,target
2016-03-20,HELI,SELL,9976.0,4.207895000000001,41977.96052000001,88.95592104000002,target
2016-04-06,COMI,BUY,2805.0,15.847919999999998,44453.41559999999,93.90683119999998,rebound_entry
2016-04-17,HRHO,BUY,7636.0,4.402200000000001,33615.1992,72.23039840000001,rebound_entry
2016-04-18,EGCH,BUY,10335.0,3.2116049999999996,33191.937674999994,71.38387534999998,rebound_entry
2016-04-18,PHDC,BUY,13837.0,2.6013,35994.1881,76.9883762,rebound_entry
2016-04-27,COMI,SELL,2805.0,17.981005,50436.719025,105.87343805,target
2016-04-27,OIH,BUY,12431.0,2.9014499999999996,36067.92494999999,77.13584989999998,rebound_entry
2016-04-28,EFID,BUY,2693.0,16.50825,44456.71725,93.91343450000001,rebound_entry
2016-05-05,PHDC,SELL,13837.0,2.328835,32224.089895000005,69.44817979000001,stop
2016-05-05,OIH,SELL,12431.0,2.708645,33671.165995,72.34233199,stop
2016-05-09,EFID,SELL,2693.0,19.470260000000003,52433.410180000006,109.86682036000002,stop
2016-05-10,ETEL,BUY,4506.0,8.124059999999998,36607.014359999994,78.21402871999999,rebound_entry
2016-05-17,EGCH,SELL,10335.0,2.9985,30989.497499999998,66.978995,stop
2016-05-29,HRHO,SELL,3818.0,4.907545000000001,18737.006810000003,42.47401362000001,partial_target
2016-06-01,EFID,BUY,2404.0,17.858925,42932.8557,90.8657114,rebound_entry
2016-06-02,HRHO,SELL,3818.0,5.11744,19538.38592,44.07677184,target
2016-06-02,ETEL,SELL,2253.0,9.065465000000001,20424.492645000002,45.84898529,partial_target
2016-06-02,COMI,BUY,3491.0,17.198595,60040.295145000004,125.08059029,rebound_entry
2016-06-08,EFID,SELL,2404.0,16.69165,40126.726599999995,85.2534532,stop
2016-06-08,HELI,BUY,14459.0,4.1420699999999995,59890.190129999995,124.78038025999999,rebound_entry
2016-06-13,EGCH,BUY,16313.0,3.0215099999999997,49289.892629999995,103.57978526,rebound_entry
2016-07-10,ETEL,SELL,2253.0,8.545725000000001,19253.518425000002,43.507036850000006,target
2016-07-10,JUFO,BUY,9344.0,7.0035,65440.704,135.881408,rebound_entry
2016-07-17,COMI,SELL,3491.0,17.03148,59456.89668,123.91379336,stop
2016-07-17,EGCH,SELL,16313.0,2.748625,44838.319625000004,94.67663925000001,stop
2016-07-17,AMOC,BUY,24848.0,2.2711349999999997,56433.16247999999,117.86632495999999,rebound_entry
2016-07-17,HRHO,BUY,7452.0,5.342669999999999,39813.576839999994,84.62715367999999,rebound_entry
2016-07-17,COMI,BUY,3227.0,17.04852,55015.57404,115.03114808000001,rebound_entry
2016-07-19,JUFO,SELL,9344.0,6.796600000000001,63507.430400000005,132.0148608,stop
2016-07-28,HELI,SELL,7229.5,4.467765,32299.7070675,69.599414135,partial_target
2016-07-28,HRHO,SELL,3726.0,5.7471250000000005,21413.787750000003,47.82757550000001,partial_target
2016-07-28,ETEL,BUY,4808.0,9.074535,43630.364279999994,92.26072855999999,rebound_entry
2016-08-02,COMI,SELL,3227.0,18.760615,60540.504605,126.08100921,target
2016-08-03,HELI,SELL,7229.5,4.577710000000001,33094.554445,71.18910889,target
2016-08-08,AMOC,SELL,12424.0,2.4287850000000004,30175.224840000006,65.35044968000001,partial_target
2016-08-08,GBCO,BUY,21788.0,2.391195,52099.356660000005,109.19871332000001,rebound_entry
2016-08-10,AMOC,SELL,12424.0,2.5287349999999997,31417.003639999995,67.83400728,target
