date,symbol,action,shares,price,value,fee,reason
2016-04-06,COMI,BUY,2788.0,15.847919999999998,44184.00096,93.36800192,rebound_entry
2016-04-17,HRHO,BUY,7591.0,4.402200000000001,33417.1002,71.8342004,rebound_entry
2016-04-18,EGCH,BUY,10274.0,3.2116049999999996,32996.029769999994,70.99205953999999,rebound_entry
2016-04-18,PHDC,BUY,13755.0,2.6013,35780.8815,76.56176300000001,rebound_entry
2016-04-27,COMI,SELL,2788.0,17.981005,50131.041939999996,105.26208387999999,target
2016-04-27,OIH,BUY,12358.0,2.9014499999999996,35856.119099999996,76.71223819999999,rebound_entry
2016-04-28,EFID,BUY,2677.0,16.50825,44192.585250000004,93.38517050000002,rebound_entry
2016-05-05,PHDC,SELL,13755.0,2.328835,32033.125425000002,69.06625085,stop
2016-05-05,OIH,SELL,12358.0,2.708645,33473.43491,71.94686982,stop
2016-05-09,EFID,SELL,2677.0,19.470260000000003,52121.886020000005,109.24377204000001,stop
2016-05-10,ETEL,BUY,4480.0,8.124059999999998,36395.788799999995,77.7915776,rebound_entry
2016-05-17,EGCH,SELL,10274.0,2.9985,30806.589,66.613178,stop
2016-05-29,HRHO,SELL,3795.5,4.907545000000001,18626.5870475,42.253174095000006,partial_target
2016-06-01,EFID,BUY,2390.0,17.858925,42682.83075,90.3656615,rebound_entry
2016-06-02,HRHO,SELL,3795.5,5.11744,19423.24352,43.84648704,target
2016-06-02,ETEL,SELL,2240.0,9.065465000000001,20306.641600000003,45.613283200000005,partial_target
2016-06-02,COMI,BUY,3472.0,17.198595,59713.52184,124.42704368000001,rebound_entry
2016-06-08,EFID,SELL,2390.0,16.69165,39893.0435,84.786087,stop
2016-06-08,HELI,BUY,14379.0,4.1420699999999995,59558.82452999999,124.11764905999999,rebound_entry
2016-06-13,EGCH,BUY,16223.0,3.0215099999999997,49017.95673,103.03591346,rebound_entry
2016-07-10,ETEL,SELL,2240.0,8.545725000000001,19142.424000000003,43.284848000000004,target
2016-07-10,JUFO,BUY,9295.0,7.0035,65097.5325,135.195065,rebound_entry
2016-07-17,COMI,SELL,3472.0,17.03148,59133.298559999996,123.26659712,stop
2016-07-17,EGCH,SELL,16223.0,2.748625,44590.943375,94.18188675,stop
2016-07-17,AMOC,BUY,24716.0,2.2711349999999997,56133.37265999999,117.26674531999998,rebound_entry
2016-07-17,HRHO,BUY,7412.0,5.342669999999999,39599.870039999994,84.19974007999998,rebound_entry
2016-07-17,COMI,BUY,3209.0,17.04852,54708.70068,114.41740136,rebound_entry
2016-07-19,JUFO,SELL,9295.0,6.796600000000001,63174.397000000004,131.348794,stop
2016-07-28,HELI,SELL,7189.5,4.467765,32120.9964675,69.241992935,partial_target
2016-07-28,HRHO,SELL,3706.0,5.7471250000000005,21298.845250000002,47.597690500000006,partial_target
2016-07-28,ETEL,BUY,4783.0,9.074535,43403.50090499999,91.80700180999999,rebound_entry
2016-08-02,COMI,SELL,3209.0,18.760615,60202.813535,125.40562707000001,target
2016-08-03,HELI,SELL,7189.5,4.577710000000001,32911.446045000004,70.82289209000001,target
2016-08-08,AMOC,SELL,12358.0,2.4287850000000004,30014.925030000006,65.02985006000002,partial_target
2016-08-08,GBCO,BUY,21675.0,2.391195,51829.151625000006,108.65830325000002,rebound_entry
2016-08-10,AMOC,SELL,12358.0,2.5287349999999997,31250.107129999997,67.50021425999999,target
2016-08-21,HRHO,SELL,3706.0,5.617190000000001,20817.306140000004,46.634612280000006,stop
2016-09-01,GBCO,SELL,21675.0,2.368815,51344.065125,107.68813025,signal_fail
2016-09-04,ETEL,SELL,2391.5,10.014990000000001,23950.848585000003,52.901697170000006,partial_target
2016-09-04,HRHO,BUY,10792.0,5.632815,60789.33948,126.57867896,rebound_entry
2016-09-05,COMI,BUY,3861.0,19.669829999999997,75945.21362999998,156.89042725999997,rebound_entry
2016-09-05,HELI,BUY,13967.0,4.632314999999999,64699.54360499999,134.39908720999998,rebound_entry
2016-09-05,ORWE,BUY,8282.0,4.832415,40022.061030000004,85.04412206,rebound_entry
2016-09-20,ETEL,SELL,2391.5,9.285355,22205.9264825,49.411852965,stop
2016-09-20,HELI,SELL,13967.0,4.3078449999999995,60167.67111499999,125.33534222999998,stop
2016-10-03,HRHO,SELL,10792.0,5.53723,59757.78616,124.51557232,stop
2016-10-03,AMOC,BUY,27340.0,2.66133,72760.7622,150.5215244,rebound_entry
2016-10-04,ORWE,SELL,4141.0,5.45727,22598.555070000002,50.19711014000001,partial_target
2016-10-04,HRHO,BUY,13377.0,5.78289,77357.71953,159.71543906,rebound_entry
2016-10-05,ORWE,SELL,4141.0,5.657170000000001,23426.34097,51.852681940000004,target
2016-10-09,COMI,SELL,1930.5,20.699645,39960.6646725,84.921329345,partial_target
2016-10-09,HRHO,SELL,6688.5,6.1069450000000005,40846.301632500006,86.69260326500002,partial_target
2016-10-16,HRHO,SELL,6688.5,6.316840000000001,42250.18434000001,89.50036868000002,target
2016-10-17,HELI,BUY,13592.0,4.42221,60106.67832,125.21335664,rebound_entry
2016-10-18,AMOC,SELL,27340.0,2.4087950000000005,65856.45530000002,136.71291060000004,stop
2016-10-24,HELI,SELL,6796.0,4.77761,32468.63756,69.93727512,partial_target
2016-11-02,AMOC,BUY,23388.0,2.631315,61541.195219999994,128.08239043999998,rebound_entry
2016-11-03,COMI,SELL,1930.5,22.878555000000002,44167.050427500006,93.33410085500002,max_hold
2016-11-03,ORWE,BUY,7442.0,6.6133049999999995,49216.215809999994,103.43243161999999,rebound_entry
2016-11-06,HELI,SELL,6796.0,4.91754,33419.601839999996,71.83920368,target
2016-11-06,AMOC,SELL,23388.0,2.55872,59843.34336,124.68668672,stop
2016-11-06,ORWE,SELL,7442.0,6.1269350000000005,45596.650270000006,96.19330054000001,stop
2016-11-08,EAST,BUY,17207.0,3.6018,61976.1726,128.9523452,rebound_entry
2016-11-09,EAST,SELL,17207.0,3.9480250000000003,67933.666175,140.86733235000003,stop
2016-11-09,EAST,BUY,15492.0,3.951975,61223.9967,127.44799340000002,rebound_entry
