date,open,high,low,close,volume,symbol,holding_name,weight
2001-05-15,1.95,2.06,1.95,1.95,247730,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-16,1.99,1.99,1.99,1.99,82470,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-17,1.99,2.06,1.82,2.06,132530,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-20,1.82,1.87,1.82,1.87,14580,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-21,1.87,1.89,1.87,1.89,314000,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-22,1.89,1.89,1.89,1.89,728850,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-23,2.06,2.06,1.87,2.06,20360,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-24,1.99,1.99,1.99,1.99,398520,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-27,2.06,2.06,1.87,1.87,6480,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-28,1.99,1.99,1.99,1.99,278370,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-29,1.99,1.99,1.99,1.99,188330,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-30,1.97,1.99,1.97,1.99,63950,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-05-31,1.99,1.99,1.97,1.97,141330,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-03,1.99,1.99,1.99,1.99,430380,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-05,1.99,1.99,1.99,1.99,1527330,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-06,1.99,1.99,1.99,1.99,625100,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-07,1.99,1.99,1.99,1.99,453780,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-10,1.99,1.99,1.99,1.99,328980,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-11,1.99,1.99,1.99,1.99,149970,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-12,1.99,1.99,1.99,1.99,31500,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-13,1.99,1.99,1.99,1.99,661650,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-14,1.99,1.99,1.99,1.99,25650,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-17,1.99,1.99,1.99,1.99,122070,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-18,1.99,1.99,1.99,1.99,164960,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-19,1.99,1.99,1.99,1.99,145460,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-20,1.99,1.99,1.99,1.99,10610,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-21,1.99,1.99,1.99,1.99,28850,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-24,1.99,1.99,1.99,1.99,29450,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-25,1.99,1.99,1.97,1.97,466730,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-26,1.99,1.99,1.99,1.99,22830,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-27,1.99,1.99,1.99,1.99,33420,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-06-28,1.99,1.99,1.99,1.99,57350,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-07-02,2.02,2.02,1.97,1.97,193470,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-07-03,1.97,2.02,1.97,2.02,147630,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-07-04,1.97,2.02,1.97,2.02,178580,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-07-05,2.02,2.02,2.02,2.02,17210,ABUK,Abou Kir Fertilizers,0.02770444060544158
2001-07-08,1.97,2.02,1.97,2.02,20600,ABUK,Abou Kir Fertilizers,0.02770444060544158
