rebalance_date,selection_date,rank,symbol,holding_name,score,ret_3m,ret_6m,median_daily_value,median_daily_volume,coverage_ratio,score_momentum,score_value,score_quality,score_low_risk,score_liquidity,has_fundamentals,fundamental_period_end,fundamental_filing_date,net_income_ttm,earnings_yield,pe_ratio,book_to_price,pb_ratio,roe,roa,cash_conversion,leverage_inverse,revenue_growth,net_income_growth,positive_earnings_count_4p,margin_stability_4p,fundamental_row_age_days,target_weight
2021-11-01,2021-10-31,6,EAST,Eastern Company,0.5873478260869566,-0.014857142857142902,-0.02267573696145142,5827430.319999999,652710.0,1.0,0.4914285714285715,0.5818840579710144,0.6948550724637681,0.7200000000000001,0.52,True,2021-06-30,2021-09-28,3794249000.0,0.1467226991492653,6.815577997121432,0.4288643464810519,2.3317396472923684,0.34211913476409217,0.18709296144678358,1.2124225373716906,0.5468649439201736,,,1.0,,33.0,0.125
2021-11-01,2021-10-31,7,EGAL,Egypt Aluminum,0.5823333333333335,0.13266696955929125,1.1271331058020477,4104020.1,168076.0,1.0,0.8914285714285717,0.5166666666666666,0.505,0.17333333333333337,0.4,False,,,,,,,,,,,,,,,,,0.125
2021-11-01,2021-10-31,8,ADIB,Abu Dhabi Islamic Bank- Egypt,0.5729468599033817,0.16880093131548302,0.4002789400278939,19188932.46,1786679.0,1.0,0.8000000000000002,0.5,0.4447342995169082,0.08,0.92,True,2021-06-30,2021-08-29,677557000.0,0.05623813081009297,17.78152981963141,0.50315604249668,1.9874550150246846,0.1117707551141335,0.008730914875354994,-0.2155139715182634,0.07811448411920918,,1.0643253651491977,2.0,,63.0,0.125
2021-12-01,2021-11-30,1,ETEL,Telecom Egypt,0.6645606407322654,-0.02511880515953846,0.2775800711743772,8188602.24,568478.0,1.0,0.5257142857142857,0.717391304347826,0.6354118993135012,0.9200000000000002,0.72,True,2021-09-30,2021-11-29,6098358000.0,0.24877500214230922,4.019696478297929,1.7228740897390358,0.5804254680917921,0.1443953470679864,0.07216477168343914,2.0062402043304117,0.49977214050714136,,0.5751278715403396,3.0,,1.0,0.125
2021-12-01,2021-11-30,2,COMI,Commercial International Bank-Egypt (CIB),0.6316830663615561,0.09836065573770503,0.23849220732149345,79827573.96000001,2548080.0,1.0,0.5942857142857144,0.5543478260869565,0.5640675057208239,0.6666666666666667,1.0,True,2021-09-30,2021-11-29,9877295000.0,0.09413135305888404,10.623452946378539,0.6333826753776526,1.5788243645972049,0.14861687368186774,0.020033770569706604,4.922314864545404,0.13480145338403027,,0.6219221428372035,4.0,,1.0,0.125
2021-12-01,2021-11-30,3,PHDC,Palm Hills Development Company,0.6293741418764303,-0.08205128205128198,0.09815950920245409,3299573.23,1658077.0,1.0,0.7542857142857143,0.6847826086956521,0.4520881006864989,0.6533333333333334,0.4,True,2021-09-30,2021-11-29,635490722.0,0.1241375538722051,8.055580030435125,1.7984726256871861,0.5560273677326091,0.06902387731632716,0.015328124935212174,1.2868528787112647,0.22206989133579724,,0.37722461051313494,4.0,,1.0,0.125
2021-12-01,2021-11-30,4,GBCO,GB Corp,0.6210903890160184,-0.027431421446383997,0.09859154929577474,6630820.95,1642464.0,1.0,0.7485714285714287,0.6956521739130435,0.529799771167048,0.33333333333333337,0.64,True,2021-09-30,2021-11-29,1005491000.0,0.23751101347600656,4.210331072083191,1.6858214931084576,0.593182613988458,0.14088740382474543,0.030796159361428647,1.0356144411038986,0.21858703138384905,,0.49382334545141204,4.0,,1.0,0.125
2021-12-01,2021-11-30,5,AMOC,Alexandria Mineral Oils Company,0.6195652173913043,-0.05434782608695654,0.17966101694915237,9218569.0,2477097.0,1.0,0.942857142857143,0.3478260869565218,0.4000000000000001,0.3466666666666667,0.88,True,2021-06-30,2021-09-28,-488281200.0,-0.10864164897806614,,0.41876119121043426,2.387995881637188,-0.25943581033389496,-0.17260406018274635,,0.6653054563308135,,,0.0,,63.0,0.125
2021-12-01,2021-11-30,6,ORWE,Oriental Weavers,0.5954805491990848,-0.007033997655333968,0.21173104434907009,2479491.16,294437.0,1.0,0.5142857142857143,0.6630434782608696,0.5643592677345538,0.9200000000000002,0.32,True,2021-09-30,2021-11-29,858737709.0,0.15243525799648333,6.56016208548727,1.421846666438756,0.7033107180992034,0.10720935076514403,0.06255174523781361,0.3438083420650158,0.5834541930474079,,0.43359636348148967,3.0,,1.0,0.125
2021-12-01,2021-11-30,7,MCQE,Misr Cement - Qena,0.5937356979405035,-0.258493353028065,0.34045393858477957,4277920.26,386287.0,1.0,0.8000000000000002,0.6847826086956522,0.563895881006865,0.08,0.52,True,2021-09-30,2021-11-29,107409183.0,0.11143881038346615,8.973534413719541,1.9461204619023906,0.5138428065354548,0.05726203108441263,0.026249165446879694,2.09163490239005,0.4584043728414834,,0.7488904572558623,4.0,,1.0,0.125
2021-12-01,2021-11-30,8,HRHO,EFG Holding,0.5840491990846681,0.15523465703971118,0.2276214833759589,11008738.680000002,1309281.0,1.0,0.5371428571428571,0.5543478260869564,0.5158981693363845,0.6,0.92,True,2021-09-30,2021-11-29,1054041686.0,0.07521915919760878,13.294485217162464,1.057623111086285,0.9455164032609874,0.07112094886083868,0.02126455901055939,1.503889757923673,0.2989914975989344,,0.5099657133583397,4.0,,1.0,0.125
2022-01-02,2021-12-29,1,ETEL,Telecom Egypt,0.6905606407322655,0.1911869225302063,0.26299924642049755,10169398.16,693718.0,1.0,0.56,0.717391304347826,0.6354118993135012,0.9600000000000002,0.8,True,2021-09-30,2021-11-29,6098358000.0,0.21315089682360142,4.691512045701483,1.4761618095854743,0.6774325101127044,0.1443953470679864,0.07216477168343914,2.0062402043304117,0.49977214050714136,,0.5751278715403396,3.0,,30.0,0.125
2022-01-02,2021-12-29,2,HRHO,EFG Holding,0.6623970251716247,0.22625000000000006,0.30974632843791716,12570488.040000001,1470689.0,1.0,0.7600000000000001,0.5760869565217391,0.5158981693363845,0.6000000000000001,0.88,True,2021-09-30,2021-11-29,1054041686.0,0.07360896312915845,13.585302081287892,1.0349828610018692,0.9661995745823215,0.07112094886083868,0.02126455901055939,1.503889757923673,0.2989914975989344,,0.5099657133583397,4.0,,30.0,0.125
2022-01-02,2021-12-29,3,COMI,Commercial International Bank-Egypt (CIB),0.6498569794050343,0.2510683760683763,0.36004645760743337,106700188.8,3159799.0,1.0,0.6514285714285715,0.5652173913043479,0.5640675057208239,0.64,1.0,True,2021-09-30,2021-11-29,9877295000.0,0.09155901890185218,10.921916944872054,0.616074182113703,1.6231811509599008,0.14861687368186774,0.020033770569706604,4.922314864545404,0.13480145338403027,,0.6219221428372035,4.0,,30.0,0.125
2022-01-02,2021-12-29,4,ORWE,Oriental Weavers,0.649654462242563,0.010477299185098987,0.005793742757821407,3288739.04,387823.0,1.0,0.64,0.6739130434782609,0.5643592677345538,0.9466666666666668,0.36,True,2021-09-30,2021-11-29,858737709.0,0.14874730820624582,6.722810732234888,1.3874471503152377,0.7207481739198448,0.10720935076514403,0.06255174523781361,0.3438083420650158,0.5834541930474079,,0.43359636348148967,3.0,,30.0,0.125
2022-01-02,2021-12-29,5,TMGH,T M G Holding,0.6344061784897026,0.2358620689655173,0.3763440860215055,9460008.08,1179245.0,1.0,0.7828571428571429,0.6739130434782609,0.4281178489702517,0.4266666666666667,0.76,True,2021-09-30,2021-11-29,1698781969.0,0.09200779053008831,10.868644864077906,1.8944663780050017,0.5278531261415502,0.04856659986068403,0.012930077040268183,1.23341567972576,0.2662339360251452,,0.9540127523046107,4.0,,30.0,0.125
2022-01-02,2021-12-29,6,MCQE,Misr Cement - Qena,0.63408352402746,-0.18471872376154486,0.25290322580645164,3247516.8,338283.0,1.0,0.9314285714285715,0.7065217391304348,0.563895881006865,0.14666666666666667,0.32,True,2021-09-30,2021-11-29,107409183.0,0.11522612319773427,8.678587565459837,2.012260498197734,0.4969535509421581,0.05726203108441263,0.026249165446879694,2.09163490239005,0.4584043728414834,,0.7488904572558623,4.0,,30.0,0.125
2022-01-02,2021-12-29,7,JUFO,Juhayna Food Industries,0.622342105263158,0.39560439560439553,0.3160621761658031,4748714.2,677420.0,1.0,0.6171428571428572,0.46739130434782605,0.6843192219679634,0.8266666666666668,0.52,True,2021-09-30,2021-11-29,490027480.0,0.0683107298558962,14.638988664145938,0.47305532010575885,2.113917669875131,0.14440325888444566,0.08958565578701,1.2944807258564357,0.6203852771681435,,0.5501899782567046,4.0,,30.0,0.125
2022-01-02,2021-12-29,8,PHDC,Palm Hills Development Company,0.605200228832952,0.03684210526315801,0.1005586592178771,3810939.8600000003,2093923.0,1.0,0.6971428571428573,0.6739130434782609,0.4520881006864989,0.64,0.4,True,2021-09-30,2021-11-29,635490722.0,0.11279503625951631,8.865638357517987,1.6341451776548546,0.6119407343202456,0.06902387731632716,0.015328124935212174,1.2868528787112647,0.22206989133579724,,0.37722461051313494,4.0,,30.0,0.125
2022-02-01,2022-01-31,1,ETEL,Telecom Egypt,0.757979797979798,0.23228634039444862,0.20500000000000007,10104162.600000001,629092.0,1.0,0.7916666666666667,0.7159090909090909,0.6364898989898989,0.9305555555555556,0.7083333333333334,True,2021-09-30,2021-11-29,6098358000.0,0.21176105695101127,4.722303592540812,1.4665365695703945,0.6818786662053296,0.1443953470679864,0.07216477168343914,2.0062402043304117,0.49977214050714136,,0.5751278715403396,3.0,,63.0,0.125
2022-02-01,2022-01-31,2,GBCO,GB Corp,0.658929292929293,0.16183574879227058,0.2526041666666665,7192748.85,1483041.0,1.0,0.8690476190476192,0.6818181818181818,0.5294949494949495,0.33333333333333337,0.625,True,2021-09-30,2021-11-29,1005491000.0,0.1925764974129783,5.192741655569269,1.3668822917095602,0.7315918905857648,0.14088740382474543,0.030796159361428647,1.0356144411038986,0.21858703138384905,,0.49382334545141204,4.0,,63.0,0.125
2022-02-01,2022-01-31,3,PHDC,Palm Hills Development Company,0.6450252525252527,-0.0842105263157894,-0.06451612903225812,5401319.5600000005,2967758.0,1.0,0.773809523809524,0.6931818181818181,0.4486111111111111,0.6111111111111112,0.5416666666666666,True,2021-09-30,2021-11-29,635490722.0,0.12770472496048688,7.830563828467663,1.8501528735517605,0.5404958770138211,0.06902387731632716,0.015328124935212174,1.2868528787112647,0.22206989133579724,,0.37722461051313494,4.0,,63.0,0.125
2022-02-01,2022-01-31,4,ORWE,Oriental Weavers,0.6360227272727274,0.02666666666666684,0.03041362530413627,3950671.25,456725.0,1.0,0.6071428571428572,0.6704545454545454,0.5617424242424242,0.9027777777777779,0.4166666666666667,True,2021-09-30,2021-11-29,858737709.0,0.15243525799648333,6.56016208548727,1.421846666438756,0.7033107180992034,0.10720935076514403,0.06255174523781361,0.3438083420650158,0.5834541930474079,,0.43359636348148967,3.0,,63.0,0.125
2022-02-01,2022-01-31,5,HRHO,EFG Holding,0.6289924242424244,0.14519906323185006,0.27012987012987,13761696.0,1413450.0,1.0,0.630952380952381,0.5568181818181819,0.5152272727272728,0.7361111111111112,0.8333333333333334,True,2021-09-30,2021-11-29,1054041686.0,0.07383475749458532,13.54375681498426,1.0381576550540221,0.9632448358221309,0.07112094886083868,0.02126455901055939,1.503889757923673,0.2989914975989344,,0.5099657133583397,4.0,,63.0,0.125
2022-02-01,2022-01-31,6,COMI,Commercial International Bank-Egypt (CIB),0.6289166666666667,-0.01981619758759323,0.1777087646652864,97013791.0,2806300.0,1.0,0.5773809523809524,0.5681818181818182,0.5659848484848484,0.6666666666666667,1.0,True,2021-09-30,2021-11-29,9877295000.0,0.09424167401178046,10.61101694644131,0.6341249931923348,1.576976165165426,0.14861687368186774,0.020033770569706604,4.922314864545404,0.13480145338403027,,0.6219221428372035,4.0,,63.0,0.125
2022-02-01,2022-01-31,7,ORHD,Orascom Development Egypt,0.6202525252525254,-0.02209944751381221,-0.041516245487364656,2763751.6799999997,487977.0,1.0,0.7440476190476192,0.6477272727272727,0.5993686868686868,0.5694444444444445,0.25,True,2021-09-30,2021-11-29,1120953872.0,0.186738052515593,5.3550949392947,0.815075233242013,1.2268806107902912,0.2291052959281202,0.051775738642372705,0.7753317756504435,0.22599101619465356,,0.6335072976043432,4.0,,63.0,0.125
2022-02-01,2022-01-31,8,TMGH,T M G Holding,0.6140530303030304,0.22516556291390732,0.2991573033707864,13887485.15,1531145.0,1.0,0.7202380952380952,0.6363636363636362,0.4234848484848486,0.4166666666666667,0.875,True,2021-09-30,2021-11-29,1698781969.0,0.08912322196211797,11.220420200080426,1.835072296964845,0.5449376581260423,0.04856659986068403,0.012930077040268183,1.23341567972576,0.2662339360251452,,0.9540127523046107,4.0,,63.0,0.125
2022-03-01,2022-02-28,1,ETEL,Telecom Egypt,0.7534343434343435,0.2142857142857142,0.19945725915875157,9220879.74,559611.0,1.0,0.8154761904761907,0.6931818181818181,0.6364898989898989,0.8750000000000001,0.7083333333333334,True,2021-09-30,2021-11-29,6098358000.0,0.2020593343192059,4.949041346539511,1.399347959765416,0.7146185428873875,0.1443953470679864,0.07216477168343914,2.0062402043304117,0.49977214050714136,,0.5751278715403396,3.0,,91.0,0.125
2022-03-01,2022-02-28,2,ORWE,Oriental Weavers,0.6737121212121213,-0.02619047619047632,-0.04662004662004671,3950671.25,456725.0,1.0,0.6845238095238095,0.6818181818181818,0.5617424242424242,0.9305555555555556,0.4583333333333333,True,2021-09-30,2021-11-29,858737709.0,0.15783944195968383,6.335552049502463,1.4722544333418415,0.6792304219659367,0.10720935076514403,0.06255174523781361,0.3438083420650158,0.5834541930474079,,0.43359636348148967,3.0,,91.0,0.125
2022-03-01,2022-02-28,3,COMI,Commercial International Bank-Egypt (CIB),0.6685000000000001,-0.060597103162873145,0.012424338961452674,89584011.0,2623828.0,1.0,0.6785714285714287,0.5681818181818181,0.5659848484848484,0.6944444444444446,1.0,True,2021-09-30,2021-11-29,9877295000.0,0.10121045733234951,9.880401950129059,0.6810159225190179,1.46839444854841,0.14861687368186774,0.020033770569706604,4.922314864545404,0.13480145338403027,,0.6219221428372035,4.0,,91.0,0.125
2022-03-01,2022-02-28,4,JUFO,Juhayna Food Industries,0.6554823232323234,-0.07863501483679525,0.11891891891891904,1663344.93,224473.0,1.0,0.8154761904761907,0.4772727272727273,0.6855555555555556,0.7777777777777778,0.20833333333333334,True,2021-09-30,2021-11-29,490027480.0,0.08382089557196926,11.930199423142556,0.5804640159751824,1.7227596758431187,0.14440325888444566,0.08958565578701,1.2944807258564357,0.6203852771681435,,0.5501899782567046,4.0,,91.0,0.125
2022-03-01,2022-02-28,5,HRHO,EFG Holding,0.6163030303030304,0.26725082146768897,0.38562874251497026,19861625.85,1890753.0,1.0,0.6130952380952382,0.5454545454545454,0.5152272727272728,0.6805555555555556,0.875,True,2021-09-30,2021-11-29,1054041686.0,0.06241174834028041,16.022624371101013,0.8775438086800635,1.1395442485135026,0.07112094886083868,0.02126455901055939,1.503889757923673,0.2989914975989344,,0.5099657133583397,4.0,,91.0,0.125
2022-03-01,2022-02-28,6,GBCO,GB Corp,0.6129065656565656,0.476923076923077,0.41871921182266014,8331229.4399999995,1564026.0,1.0,0.7321428571428573,0.6704545454545454,0.5294949494949495,0.36111111111111116,0.625,True,2021-09-30,2021-11-29,1005491000.0,0.16081474870771278,6.218335121845944,1.1414416359588515,0.8760850914291071,0.14088740382474543,0.030796159361428647,1.0356144411038986,0.21858703138384905,,0.49382334545141204,4.0,,91.0,0.125
2022-03-01,2022-02-28,7,TMGH,T M G Holding,0.611969696969697,0.15698393077873907,0.2999999999999998,17207529.599999998,1891413.0,1.0,0.7321428571428573,0.6363636363636362,0.4234848484848486,0.4027777777777778,0.8333333333333334,True,2021-09-30,2021-11-29,1698781969.0,0.08807583366982813,11.353852224081383,1.8135062763808567,0.5514179978442979,0.04856659986068403,0.012930077040268183,1.23341567972576,0.2662339360251452,,0.9540127523046107,4.0,,91.0,0.125
2022-03-01,2022-02-28,8,ORHD,Orascom Development Egypt,0.6020707070707071,-0.22654867256637168,-0.14980544747081703,2835180.4,543634.0,1.0,0.6369047619047619,0.6818181818181819,0.5993686868686868,0.5972222222222223,0.3333333333333333,True,2021-09-30,2021-11-29,1120953872.0,0.22690596312535438,4.40711203102031,0.9904003406213017,1.009692706055287,0.2291052959281202,0.051775738642372705,0.7753317756504435,0.22599101619465356,,0.6335072976043432,4.0,,91.0,0.125
2022-04-03,2022-03-31,1,ETEL,Telecom Egypt,0.775090579710145,0.04293381037567068,0.23691654879773671,9220879.74,559611.0,1.0,0.9285714285714288,0.6956521739130435,0.6277173913043478,0.8194444444444445,0.625,True,2021-12-31,2022-03-31,8417067000.0,0.28191568372989156,3.547159869821637,1.4847450087833747,0.6735163237352231,0.18987481490905841,0.09281720321684642,1.9027396360276092,0.48883367318252136,,0.0,4.0,,0.0,0.125
2022-04-03,2022-03-31,2,HRHO,EFG Holding,0.678463768115942,0.19452887537993924,0.4555555555555555,22841219.94,1997616.0,1.0,0.8154761904761905,0.5217391304347826,0.36016304347826084,0.8611111111111113,0.875,True,2021-12-31,2022-03-31,1456477842.0,0.08463149202395841,11.815932533919042,1.005615808045725,0.9944155531359052,0.08415887195372156,0.015078233144090134,-4.831978305509986,0.1791639169353596,,0.0,4.0,,0.0,0.125
2022-04-03,2022-03-31,3,GBCO,GB Corp,0.668608695652174,-0.2176470588235293,-0.07638888888888895,8154184.38,1445459.0,1.0,0.9285714285714287,0.717391304347826,0.5319021739130434,0.2361111111111111,0.5833333333333334,True,2021-12-31,2022-03-31,1477953000.0,0.34123840231624664,2.9305025261290445,1.7466577544737014,0.5725220052060613,0.1953664943474102,0.04603059026205288,0.656558767430358,0.23561148709665147,,0.0,4.0,,0.0,0.125
2022-04-03,2022-03-31,4,TMGH,T M G Holding,0.6365760869565218,-0.06835722160970237,0.1449864498644986,18459164.23,2069670.0,1.0,0.8333333333333335,0.6086956521739131,0.41793478260869554,0.40277777777777785,0.7916666666666666,True,2021-12-31,2022-03-31,1761651051.0,0.10117149020176389,9.884207477874684,2.0125453601919774,0.49688321057499524,0.050270414870109116,0.012699527560165302,1.2013327507730134,0.2526242839447196,,0.0,4.0,,0.0,0.125
2022-04-03,2022-03-31,5,ABUK,Abou Kir Fertilizers,0.5952173913043479,0.15674418604651175,0.2510060362173039,14030629.5,656009.0,1.0,0.46428571428571436,0.4456521739130435,0.6554347826086956,0.9166666666666667,0.75,True,2021-12-31,2022-03-31,3516007181.0,0.11203594560447899,8.925706786376441,0.2664068557425735,3.753657154252407,0.4205445287516861,0.3241203533723527,0.7330780861109965,0.7707158962082995,,,1.0,,0.0,0.125
2022-04-03,2022-03-31,6,ORWE,Oriental Weavers,0.5837137681159421,0.024165707710011697,0.020642201834862428,3533541.9000000004,419571.0,1.0,0.48809523809523814,0.6521739130434782,0.5372282608695652,0.8611111111111113,0.4583333333333333,True,2021-12-31,2022-03-31,1085407428.0,0.18336273959724173,5.453670697746506,1.3948890930180373,0.7169028742180213,0.1314532750417532,0.07661770194940619,0.5248771155452236,0.5828512216608548,,0.0,4.0,,0.0,0.125
2022-04-03,2022-03-31,7,COMI,Commercial International Bank-Egypt (CIB),0.5591159420289855,-0.12833617262918795,0.08251057827926656,101730897.36,3060906.0,1.0,0.5416666666666667,0.5760869565217391,0.5215760869565218,0.33333333333333337,1.0,True,2021-12-31,2022-03-31,13272209000.0,0.1407816632590287,7.1031977947303275,0.7351115841577711,1.3603376977737547,0.19151060368654704,0.02663840693049463,2.3708030064927397,0.1390962506394412,,0.0,4.0,,0.0,0.125
2022-04-03,2022-03-31,8,ARCC,Arabian Cement Company,0.5452572463768116,-0.04646017699115046,0.03855421686746974,229748.86,53306.0,1.0,0.7261904761904764,0.44565217391304346,0.4577173913043478,0.7083333333333335,0.041666666666666664,True,2021-12-31,2022-03-31,34181810.0,0.020940013378979844,47.7554613696583,0.6499602249335052,1.5385556863918957,0.03221737665735181,0.011497738939847365,8.578909689100723,0.356880048370532,,0.0,3.0,,0.0,0.125
2022-05-08,2022-04-28,1,ETEL,Telecom Egypt,0.7392500000000001,0.005545286506469571,0.2026529108327193,9997109.1,590298.0,1.0,0.8750000000000001,0.6514492753623188,0.6177173913043478,0.7222222222222223,0.7083333333333334,True,2021-12-31,2022-03-31,8417067000.0,0.30212655076199774,3.309871302200636,1.5911881252218885,0.6284612008781499,0.18987481490905841,0.09281720321684642,1.9027396360276092,0.48883367318252136,,0.0,4.0,,28.0,0.125
2022-05-08,2022-04-28,2,ORWE,Oriental Weavers,0.689644927536232,-0.077658303464755,-0.06310679611650494,3573837.7500000005,434630.0,1.0,0.6428571428571428,0.9239130434782609,0.5972282608695652,0.7361111111111113,0.5,True,2021-12-31,2022-03-31,1085407428.0,0.21138968684137968,4.730599751303711,1.608097529515613,0.6218528302205759,0.1314532750417532,0.07661770194940619,0.5248771155452236,0.5828512216608548,,0.0,4.0,,28.0,0.125
2022-05-08,2022-04-28,3,HRHO,EFG Holding,0.6828115942028985,0.16427104722792607,0.36956521739130443,38736698.82,3645734.0,1.0,0.8690476190476192,0.5434782608695652,0.36016304347826084,0.6805555555555557,0.9583333333333334,True,2021-12-31,2022-03-31,1456477842.0,0.08798988456459167,11.364942742548086,1.0455211972538887,0.9564607610314815,0.08415887195372156,0.015078233144090134,-4.831978305509986,0.1791639169353596,,0.0,4.0,,28.0,0.125
2022-05-08,2022-04-28,4,MCQE,Misr Cement - Qena,0.6132753623188406,0.013026052104208263,0.042268041237113474,2594582.08,258491.0,1.0,0.7440476190476192,0.6405797101449275,0.5403804347826087,0.5277777777777779,0.375,True,2021-12-31,2022-03-31,146060561.0,0.15049101652654137,6.644914913068148,1.9622456674497197,0.5096201849688241,0.07669325967840239,0.039090361991928106,2.7408989343810615,0.5096974904423883,,0.0,4.0,,28.0,0.125
2022-05-08,2022-04-28,5,ABUK,Abou Kir Fertilizers,0.6114601449275363,0.3188811188811189,0.31581395348837216,17108081.099999998,691515.0,1.0,0.6071428571428572,0.4014492753623189,0.6454347826086956,0.763888888888889,0.75,True,2021-12-31,2022-03-31,3516007181.0,0.0984918334105123,10.153126054949317,0.23420072471961131,4.269841612135125,0.4205445287516861,0.3241203533723527,0.7330780861109965,0.7707158962082995,,,1.0,,28.0,0.125
