date,symbol,shares,close,market_value,entry_date,bars_held
2015-10-12,MCQE,840.0,29.68,24931.2,2015-10-12,0
2015-10-18,MCQE,840.0,29.68,24931.2,2015-10-12,1
2015-10-18,RAYA,226662.0,0.11,24932.82,2015-10-18,0
2015-10-19,MCQE,840.0,29.68,24931.2,2015-10-12,2
2015-10-19,RAYA,226487.0,0.11,24913.57,2015-10-19,0
2015-10-20,MCQE,840.0,29.68,24931.2,2015-10-12,3
2015-10-20,RAYA,226487.0,0.11,24913.57,2015-10-19,1
2015-10-29,MCQE,840.0,29.68,24931.2,2015-10-12,4
2015-10-29,RAYA,226487.0,0.11,24913.57,2015-10-19,2
2015-11-01,MCQE,840.0,29.68,24931.2,2015-10-12,5
2015-11-01,RAYA,226487.0,0.11,24913.57,2015-10-19,3
2015-11-08,MCQE,840.0,29.68,24931.2,2015-10-12,6
2015-11-08,RAYA,226487.0,0.11,24913.57,2015-10-19,4
2015-11-09,MCQE,840.0,29.85,25074.0,2015-10-12,7
2015-11-09,RAYA,226487.0,0.1,22648.7,2015-10-19,5
2015-12-02,BFTH,24207.0,1.13,27353.909999999996,2015-12-02,0
2015-12-21,BFTH,22052.0,1.24,27344.48,2015-12-21,0
2015-12-24,BFTH,22052.0,1.23,27123.96,2015-12-21,1
2015-12-30,BFTH,22052.0,1.2,26462.399999999998,2015-12-21,2
2015-12-31,BFTH,22052.0,1.17,25800.84,2015-12-21,3
2016-01-31,BFTH,23888.0,1.12,26754.56,2016-01-31,0
2016-02-01,BFTH,23888.0,1.13,26993.44,2016-01-31,1
2016-02-02,BFTH,23888.0,1.18,28187.84,2016-01-31,2
2016-02-04,BFTH,23888.0,1.19,28426.719999999998,2016-01-31,3
2016-02-09,BFTH,23888.0,1.17,27948.96,2016-01-31,4
2016-02-09,PHDC,13646.0,2.1,28656.600000000002,2016-02-09,0
2016-02-11,BFTH,23888.0,1.39,33204.32,2016-01-31,5
2016-02-11,PHDC,13646.0,1.98,27019.079999999998,2016-02-09,1
2016-02-15,BFTH,23888.0,1.69,40370.72,2016-01-31,6
2016-02-22,RAYA,306402.0,0.1,30640.2,2016-02-22,0
2016-02-23,RAYA,306402.0,0.09,27576.18,2016-02-22,1
2016-03-13,HELI,8555.0,3.6,30798.0,2016-03-13,0
2016-03-14,HELI,8555.0,3.87,33107.85,2016-03-13,1
2016-03-15,HELI,8555.0,3.94,33706.7,2016-03-13,2
2016-03-16,HELI,8555.0,4.02,34391.1,2016-03-13,3
2016-03-17,HELI,8555.0,4.21,36016.55,2016-03-13,4
2016-04-18,PHDC,12798.0,2.63,33658.74,2016-04-18,0
2016-04-19,PHDC,12798.0,2.66,34042.68,2016-04-18,1
2016-04-20,PHDC,12798.0,2.59,33146.82,2016-04-18,2
2016-04-21,PHDC,12798.0,2.54,32506.920000000002,2016-04-18,3
2016-04-26,PHDC,12798.0,2.53,32378.94,2016-04-18,4
2016-04-27,PHDC,12798.0,2.49,31867.020000000004,2016-04-18,5
2016-05-19,HRHO,7241.0,4.66,33743.06,2016-05-19,0
2016-05-26,HRHO,7241.0,4.91,35553.31,2016-05-19,1
2016-05-29,HRHO,7241.0,4.89,35408.49,2016-05-19,2
2016-06-01,HRHO,7241.0,5.12,37073.92,2016-05-19,3
2016-06-02,HRHO,7241.0,5.22,37798.02,2016-05-19,4
2016-06-05,HRHO,7241.0,5.23,37870.43,2016-05-19,5
2016-06-06,HRHO,7241.0,5.37,38884.17,2016-05-19,6
2016-06-07,HRHO,7241.0,5.43,39318.63,2016-05-19,7
2016-06-08,HRHO,7241.0,5.42,39246.22,2016-05-19,8
2016-06-08,HELI,8635.0,4.2,36267.0,2016-06-08,0
2016-06-13,HRHO,7241.0,5.38,38956.58,2016-05-19,9
2016-06-13,HELI,8635.0,4.08,35230.8,2016-06-08,1
2016-06-13,EGCH,11838.0,3.0,35514.0,2016-06-13,0
2016-07-10,HRHO,7241.0,5.31,38449.71,2016-05-19,10
2016-07-10,HELI,8635.0,4.19,36180.65,2016-06-08,2
2016-07-10,EGCH,11838.0,2.85,33738.3,2016-06-13,1
2016-07-17,HRHO,7241.0,5.31,38449.71,2016-05-19,11
2016-07-17,AMOC,16207.0,2.3,37276.1,2016-07-17,0
2016-07-17,COMI,2159.0,17.02,36746.18,2016-07-17,0
2016-07-17,ETEL,4025.0,9.38,37754.5,2016-07-17,0
2016-07-18,HRHO,7241.0,5.31,38449.71,2016-05-19,12
2016-07-18,AMOC,16207.0,2.29,37114.03,2016-07-17,1
2016-07-18,COMI,2159.0,17.19,37113.21,2016-07-17,1
2016-07-18,ETEL,4025.0,9.47,38116.75,2016-07-17,1
2016-07-19,HRHO,7241.0,5.26,38087.659999999996,2016-05-19,13
2016-07-19,AMOC,16207.0,2.29,37114.03,2016-07-17,2
2016-07-19,COMI,2159.0,17.16,37048.44,2016-07-17,2
2016-07-19,ETEL,4025.0,9.45,38036.25,2016-07-17,2
2016-07-24,HRHO,7241.0,5.18,37508.38,2016-05-19,14
2016-07-24,AMOC,16207.0,2.28,36951.96,2016-07-17,3
2016-07-24,COMI,2159.0,16.92,36530.280000000006,2016-07-17,3
2016-07-24,ETEL,4025.0,9.01,36265.25,2016-07-17,3
2016-07-26,HRHO,7241.0,5.28,38232.48,2016-05-19,15
2016-07-26,AMOC,16207.0,2.33,37762.31,2016-07-17,4
2016-07-26,COMI,2159.0,17.18,37091.62,2016-07-17,4
2016-07-26,ETEL,4025.0,8.87,35701.75,2016-07-17,4
2016-07-27,HRHO,7241.0,5.75,41635.75,2016-05-19,16
2016-07-27,AMOC,16207.0,2.36,38248.52,2016-07-17,5
2016-07-27,COMI,2159.0,18.16,39207.44,2016-07-17,5
2016-07-27,ETEL,4025.0,9.07,36506.75,2016-07-17,5
2016-07-27,MCQE,1211.0,30.38,36790.18,2016-07-27,0
2016-07-28,AMOC,16207.0,2.33,37762.31,2016-07-17,6
2016-07-28,COMI,2159.0,18.96,40934.64,2016-07-17,6
2016-07-28,ETEL,4025.0,9.13,36748.25,2016-07-17,6
2016-08-02,AMOC,16207.0,2.39,38734.73,2016-07-17,7
2016-08-02,ETEL,4025.0,9.16,36869.0,2016-07-17,7
2016-08-03,AMOC,16207.0,2.39,38734.73,2016-07-17,8
2016-08-03,ETEL,4025.0,9.22,37110.5,2016-07-17,8
2016-08-03,MCQE,1265.0,29.68,37545.2,2016-08-03,0
2016-08-04,AMOC,16207.0,2.38,38572.659999999996,2016-07-17,9
2016-08-04,ETEL,4025.0,9.26,37271.5,2016-07-17,9
2016-08-07,AMOC,16207.0,2.43,39383.01,2016-07-17,10
2016-08-07,ETEL,4025.0,9.18,36949.5,2016-07-17,10
2016-08-08,AMOC,16207.0,2.51,40679.57,2016-07-17,11
2016-08-08,ETEL,4025.0,9.28,37352.0,2016-07-17,11
2016-08-10,ETEL,4025.0,9.53,38358.25,2016-07-17,12
2016-08-11,ETEL,4025.0,9.55,38438.75,2016-07-17,13
2016-08-11,BFTH,12976.0,3.35,43469.6,2016-08-11,0
2016-08-14,ETEL,4025.0,9.5,38237.5,2016-07-17,14
2016-08-14,BFTH,12976.0,3.35,43469.6,2016-08-11,1
2016-08-15,ETEL,4025.0,9.53,38358.25,2016-07-17,15
2016-08-15,BFTH,12976.0,3.35,43469.6,2016-08-11,1
2016-08-16,ETEL,4025.0,9.48,38157.0,2016-07-17,16
2016-08-16,BFTH,12976.0,3.35,43469.6,2016-08-11,1
2016-08-18,ETEL,4025.0,9.56,38479.0,2016-07-17,17
2016-08-18,BFTH,12976.0,3.35,43469.6,2016-08-11,1
2016-08-18,MCQE,1302.0,29.82,38825.64,2016-08-18,0
2016-08-21,ETEL,4025.0,9.86,39686.5,2016-07-17,18
2016-08-21,BFTH,12976.0,3.35,43469.6,2016-08-11,1
2016-08-21,MCQE,1302.0,29.82,38825.64,2016-08-18,1
2016-08-25,ETEL,4025.0,9.83,39565.75,2016-07-17,19
2016-08-25,BFTH,12976.0,3.33,43210.08,2016-08-11,1
2016-08-25,MCQE,1302.0,29.68,38643.36,2016-08-18,2
2016-09-01,ETEL,4025.0,10.02,40330.5,2016-07-17,20
2016-09-01,BFTH,12976.0,3.1,40225.6,2016-08-11,2
2016-09-04,ETEL,4025.0,9.99,40209.75,2016-07-17,21
2016-09-04,BFTH,12976.0,3.13,40614.88,2016-08-11,3
2016-09-05,ETEL,4025.0,10.07,40531.75,2016-07-17,22
2016-09-05,BFTH,12976.0,3.13,40614.88,2016-08-11,4
2016-09-05,HRHO,7088.0,5.78,40968.64,2016-09-05,0
2016-09-07,ETEL,4025.0,9.86,39686.5,2016-07-17,23
2016-09-07,BFTH,12976.0,3.13,40614.88,2016-08-11,4
2016-09-07,HRHO,7088.0,5.54,39267.52,2016-09-05,1
2016-09-08,ETEL,4025.0,9.7,39042.5,2016-07-17,24
2016-09-08,BFTH,12976.0,3.13,40614.88,2016-08-11,5
2016-09-18,BFTH,12976.0,3.14,40744.64,2016-08-11,6
2016-09-20,BFTH,12976.0,3.14,40744.64,2016-08-11,7
2016-09-25,BFTH,12976.0,3.14,40744.64,2016-08-11,7
2016-10-03,BFTH,12976.0,3.14,40744.64,2016-08-11,8
2016-10-03,AMOC,15653.0,2.69,42106.57,2016-10-03,0
2016-10-04,BFTH,12976.0,3.14,40744.64,2016-08-11,8
2016-10-04,AMOC,15653.0,2.69,42106.57,2016-10-03,1
2016-10-04,COMI,2108.0,20.05,42265.4,2016-10-04,0
2016-10-04,HRHO,7204.0,5.95,42863.8,2016-10-04,0
2016-10-05,BFTH,12976.0,3.14,40744.64,2016-08-11,8
2016-10-05,AMOC,15653.0,2.73,42732.69,2016-10-03,2
2016-10-05,COMI,2108.0,20.71,43656.68,2016-10-04,1
2016-10-05,HRHO,7204.0,6.11,44016.44,2016-10-04,1
2016-10-09,BFTH,12976.0,3.14,40744.64,2016-08-11,8
2016-10-09,AMOC,15653.0,2.79,43671.87,2016-10-03,3
2016-10-09,COMI,2108.0,21.11,44499.88,2016-10-04,2
2016-10-09,HRHO,7204.0,6.18,44520.72,2016-10-04,2
2016-10-11,BFTH,12976.0,3.14,40744.64,2016-08-11,8
2016-10-11,AMOC,15653.0,2.77,43358.81,2016-10-03,4
2016-10-11,COMI,2108.0,20.83,43909.64,2016-10-04,3
2016-10-11,HRHO,7204.0,5.98,43079.920000000006,2016-10-04,3
2016-10-12,BFTH,12976.0,3.14,40744.64,2016-08-11,8
2016-10-12,AMOC,15653.0,2.77,43358.81,2016-10-03,5
2016-10-12,COMI,2108.0,20.45,43108.6,2016-10-04,4
2016-10-12,HRHO,7204.0,6.02,43368.079999999994,2016-10-04,4
2016-10-13,BFTH,12976.0,3.14,40744.64,2016-08-11,8
2016-10-13,AMOC,15653.0,2.75,43045.75,2016-10-03,6
2016-10-13,COMI,2108.0,21.24,44773.92,2016-10-04,5
2016-10-13,HRHO,7204.0,6.32,45529.28,2016-10-04,5
2016-10-16,BFTH,12976.0,3.45,44767.200000000004,2016-08-11,8
2016-10-16,AMOC,15653.0,2.77,43358.81,2016-10-03,7
2016-10-16,COMI,2108.0,20.97,44204.759999999995,2016-10-04,6
2016-10-17,BFTH,12976.0,3.45,44767.200000000004,2016-08-11,9
2016-10-17,AMOC,15653.0,2.41,37723.73,2016-10-03,8
2016-10-18,BFTH,12976.0,3.8,49308.799999999996,2016-08-11,10
2016-10-23,BFTH,12976.0,3.8,49308.799999999996,2016-08-11,11
2016-10-24,BFTH,12976.0,4.17,54109.92,2016-08-11,11
2016-10-26,BFTH,12976.0,4.17,54109.92,2016-08-11,12
2016-10-27,BFTH,12976.0,4.17,54109.92,2016-08-11,12
2016-11-02,BFTH,12976.0,4.09,53071.84,2016-08-11,12
2016-11-06,EGAL,12195.0,3.47,42316.65,2016-11-06,0
2016-11-08,EAST,12281.0,3.95,48509.950000000004,2016-11-08,0
2016-11-09,EAST,12281.0,4.31,52931.10999999999,2016-11-08,1
2016-11-10,EAST,10503.0,4.74,49784.22,2016-11-10,0
2016-11-10,AMOC,16704.0,2.99,49944.96000000001,2016-11-10,0
