rank_excess_twr,symbol,start_date,end_date,bars,pullback_final_equity,pullback_money_multiple,pullback_twr_total_return,pullback_cagr,pullback_max_drawdown,dca_final_equity,dca_money_multiple,dca_twr_total_return,dca_cagr,dca_max_drawdown,excess_twr_pullback_minus_dca,excess_money_multiple,excess_final_equity
1,EGAL,2001-06-10,2026-04-09,5411,221490971.88107735,72.3826705493717,466.0856681244592,0.331501243717482,0.924764120152142,211888660.18102032,69.24466018987592,192.66280375914465,0.2780020272686523,0.9268036879369668,273.4228643653145,3.13801035949578,9602311.70005706
2,ORHD,2001-05-16,2026-04-09,4488,59014355.624664366,23.605742249865745,62.37569430687282,0.2624088444027161,0.9899366940881036,56284493.314305216,22.513797325722088,52.94324390940197,0.2510350460607349,0.990026256898046,9.43245039747086,1.0919449241436574,2729862.31035915
3,COMI,2001-05-15,2026-04-09,6039,153690993.00222677,49.73818543761384,215.7828948234269,0.2516865296400481,0.9054484926074906,154379747.58109632,49.9610833595781,206.6479903921207,0.2494395093492145,0.906238979500857,9.134904431306182,-0.2228979219642539,-688754.5788695514
4,EAST,2001-05-15,2026-04-09,5592,81170323.53351432,26.268713117642175,111.47771925735258,0.2372189616931868,0.988131690390066,82821012.08037107,26.802916530864422,103.54660774487616,0.2331480543074309,0.9881530788657312,7.93111151247642,-0.5342034132222473,-1650688.546856746
5,VLMR,2001-05-16,2026-04-09,6013,2361779.4007342104,0.7643299031502299,1.4125677378223256,0.0376050469762041,0.9015880229173012,2374434.92128443,0.7684255408687476,-0.2801583109401654,-0.0136843550995267,0.9021468500356278,1.6927260487624909,-0.0040956377185177,-12655.520550219808
6,TMGH,2007-11-28,2026-04-09,4431,25121727.40088103,10.875206667048063,6.445699315849087,0.1209809591119837,0.732155152179649,25657217.501324218,11.107020563343816,5.10355192407907,0.1083776789021842,0.8339676494489704,1.342147391770017,-0.2318138962957512,-535490.1004431881
7,EMFD,2015-07-05,2026-04-09,2607,4055859.6157229,2.897042582659214,2.4792297064277693,0.1281357824345965,0.5643492290942844,3934987.9319203696,2.810705665657407,1.3285649901632044,0.0851690944513585,0.5687542650259101,1.150664716264565,0.0863369170018071,120871.68380253015
8,HRHO,2001-05-15,2026-04-09,5955,22317688.61537807,7.246002797200672,23.15518245032338,0.1442876307312701,0.9046493225621126,22305619.65078524,7.242084302203001,22.13644233174999,0.1422026247284467,0.9053899124149112,1.0187401185733904,0.0039184949976718,12068.964592829348
9,RAYA,2005-05-17,2026-04-09,4991,79903305.19248939,30.614293177199,21.12733488792068,0.1692847016375211,0.9963783699096048,80463227.82081372,30.828822919852,20.218791197224427,0.1668115559232741,0.9970529913759132,0.9085436906962556,-0.2145297426529993,-559922.6283243299
10,EFIH,2021-10-20,2026-04-09,1076,896380.86665602,1.3790474871631078,0.4813270031900793,0.0964876769746314,0.5341600013159409,918281.14906397,1.4127402293291846,0.2216822437426209,0.0480563518116687,0.560639441891962,0.2596447594474584,-0.0336927421660768,-21900.28240794991
11,CCAP,2009-12-06,2026-04-09,3930,3750457.36304017,1.8206103704078496,-0.4958547193236224,-0.0429769856334909,0.932987628488909,3700366.9506422,1.7962946362340777,-0.7265812144300439,-0.0798067589385201,0.9559961944476608,0.2307264951064214,0.0243157341737718,50090.41239796998
12,ORAS,2015-03-11,2026-04-09,2676,7747071.95045464,5.379911076704611,4.3333034632257394,0.1708118993421887,0.694705814006778,7778506.357161241,5.401740525806417,4.1942120777520095,0.167900826831713,0.699814644741954,0.1390913854737299,-0.0218294491018058,-31434.40670660045
13,OIH,2001-05-15,2026-04-09,5948,3931911.19580926,1.2765945440939157,-0.5982396631877136,-0.037904066880536,0.9888323040646572,3749299.60031005,1.2173050650357304,-0.6893829441207434,-0.0483365295711442,0.9906903227792356,0.0911432809330298,0.059289479058185,182611.5954992101
14,AMOC,2005-09-29,2026-04-09,4958,4982578.824316171,1.9387466242475373,0.3905046287356817,0.0169005585986778,0.9735912289950466,4970276.331468021,1.9339596620498136,0.4411311244425773,0.0187509845140121,0.9741724872055602,-0.0506264957068955,0.0047869621977238,12302.492848150432
15,PHDC,2008-03-16,2026-04-09,4326,7376612.89203856,3.263988005326796,0.0578229896241375,0.0032806712186608,0.8916128348363561,7416517.44541891,3.2816448873535,0.1144584030926785,0.0063341671701977,0.913731732875144,-0.0566354134685409,-0.0176568820267037,-39904.55338035058
16,RMDA,2019-12-11,2026-04-09,1526,1901760.53177184,2.1859316457147586,0.8952937158430307,0.1114371455940881,0.5265470028510122,1890506.32782426,2.1729957791083447,0.9598379171068684,0.1176046063546025,0.5521231329139079,-0.0645442012638377,0.0129358666064138,11254.203947580188
17,ORWE,2001-05-15,2026-04-09,5881,6344332.59066318,2.0531820681757864,3.4510261910233053,0.0660833221344185,0.9467359532699464,6629869.61579423,2.145588872425318,3.5810367215247636,0.0673995585314983,0.9488390400669292,-0.1300105305014582,-0.0924068042495309,-285537.0251310505
18,GBCO,2007-07-05,2026-04-09,4398,9034598.60683939,3.8445100454635703,-0.422337666057582,-0.0309613258242087,0.9805155375446096,9150703.118301967,3.893916220554029,-0.2913360509196907,-0.0195431927276292,0.9788177742724185,-0.1310016151378913,-0.0494061750904588,-116104.51146257856
19,VLMRA,2021-09-19,2026-04-09,1098,699982.54146897,1.060579608286318,0.1488921713456268,0.0323981030192712,0.5696603152065877,723137.9463028501,1.0956635550043183,0.3466887107536422,0.0707668836532928,0.5854491275033695,-0.1977965394080154,-0.0350839467180001,-23155.404833880137
20,ARCC,2014-05-18,2026-04-09,2871,13165640.6800725,8.549117324722403,4.102677722210789,0.1538467452510616,0.8792443900708142,13277412.7301165,8.621696577997728,4.583908508622618,0.1630136870520619,0.8839176111216994,-0.481230786411829,-0.0725792532753253,-111772.05004400016
21,ISPH,2017-12-12,2026-04-09,2012,2953024.9163774396,2.660382807547243,0.8132409660818289,0.0774255393242588,0.8405413537230345,3002894.21994987,2.705310108062946,1.3577734017236258,0.113470019869722,0.8710971545850129,-0.5445324356417969,-0.0449273005157029,-49869.303572430275
22,EFID,2015-04-02,2026-04-09,2459,2785595.61046777,1.94796895836907,0.9498485520599308,0.0708572449415414,0.7037339723206748,2873005.7451096103,2.0090949266500773,1.543269110544124,0.1004283829694543,0.7075150638874507,-0.5934205584841934,-0.0611259682810072,-87410.13464184012
23,ADIB,2001-05-16,2026-04-09,5936,27108548.46600732,8.8014767746777,13.917224805392747,0.1215916674781625,0.8767823584775696,28253734.85500292,9.17329053733861,14.975518797529643,0.1248605289589157,0.8769840666700464,-1.058293992136896,-0.3718137626609099,-1145186.3889956027
24,FWRY,2019-08-08,2026-04-09,1610,3702720.45022118,4.068923571671626,7.408078493382844,0.3958061197600728,0.7671121363546579,3918701.22960793,4.306265087481242,8.597787448727127,0.4250387619212517,0.7777355786746616,-1.1897089553442832,-0.2373415158096152,-215980.77938674996
25,ABUK,2001-05-15,2026-04-09,5805,37879882.23587532,12.258861565008194,39.291720804315545,0.1740748728346028,0.920212072507892,38873860.33551411,12.580537325409098,40.59333793419076,0.1756967348125939,0.9209524692758,-1.3016171298752113,-0.3216757604009039,-993978.09963879
26,HELI,2001-05-15,2026-04-09,5569,14315840.00881147,4.632957931654198,17.440882905864417,0.1410049651972589,0.9852164679214572,14221639.48843729,4.60247232635511,20.274343103241073,0.1484099277853161,0.9861960887769636,-2.833460197376656,0.0304856052990878,94200.52037418076
27,BFTH,2008-09-10,2026-04-09,3304,7012484.339292791,3.6146826491199953,8.477699635311554,0.1871807491282313,0.9689175300786586,7506069.696540681,3.869108091000351,12.6388408527315,0.2206102906367855,0.9842878702688916,-4.161141217419948,-0.2544254418803557,-493585.35724789
28,ETEL,2005-12-08,2026-04-09,4909,15667608.282179331,6.168349717393437,4.033334344777224,0.0865171976671264,0.7526744106245526,16533038.210751742,6.509070161713284,8.341661609911615,0.121569467292349,0.7609897437141707,-4.308327265134391,-0.3407204443198468,-865429.9285724107
29,EGCH,2001-05-31,2026-04-09,5354,21767312.95456874,7.044437849374996,19.488491911040786,0.1527660471672218,0.8941328616694378,36257764.37989187,11.733904330062094,45.90872062248771,0.1986064544845784,0.8942484787446439,-26.42022871144692,-4.689466480687098,-14490451.425323132
30,JUFO,2010-06-09,2026-04-09,3746,7320591.9452221,3.66029597261105,5.378121956916549,0.1327851685041372,0.7087835671090432,10606179.99670468,5.30308999835234,34.305676168628715,0.2710248004993976,0.7106336993320652,-28.927554211712167,-1.6427940257412903,-3285588.0514825806
31,MCQE,2001-05-15,2026-04-09,5907,116393441.59551808,37.66778045162397,174.62162435805405,0.2467308748659684,0.9667648894210534,287554576.46042204,93.05973348233724,547.6715163551697,0.3088270950828429,0.9671131746355748,-373.0498919971157,-55.39195303071327,-171161134.864904
